Tue Jul 28 2020 15:55:28 GMT+0800 (GMT+08:00)
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 119 | 07-28 13:17:05
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 主 | 卖+ | 0 | 07-28 05:03:28
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 主 | 卖+ | 0 | 07-28 07:03:37
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 主 | 卖+ | 0 | 07-28 09:23:51
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 主 | 卖+ | 0 | 07-28 13:22:47
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 主 | 卖+ | 0 | 07-28 15:02:57
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 客 | 买 | 92 | 07-28 00:10:49
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | - | 0 | 07-28 00:02:45
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | 买+ | 6 | 07-28 00:10:49
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | 买+ | 0 | 07-28 03:15:21
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | 卖+ | 0 | 07-28 05:03:28
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | 卖+ | 0 | 07-28 07:03:37
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | 买+ | 0 | 07-28 09:23:51
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | 买+ | 0 | 07-28 13:22:47
[竞彩20200729期第009场] JP\日乙\山口雷诺法(Renofa Yamaguchi) VS 长崎航海(Nagasaki) | 2020/7/29 18:00 | 平 | 卖+ | 0 | 07-28 15:02:57
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 主 | 卖+ | 10 | 07-28 02:34:42
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 主 | 买 | 16 | 07-28 04:46:49
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 主 | 卖 | 12 | 07-28 05:06:54
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 主 | 买 | 16 | 07-28 07:47:02
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 主 | 卖 | 24 | 07-28 07:55:05
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 主 | 卖+ | 20 | 07-28 12:11:20
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 客 | 卖 | 2 | 07-28 02:34:42
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 客 | 卖 | 4 | 07-28 04:46:49
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 客 | 买+ | 3 | 07-28 05:06:54
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 客 | 卖+ | 4 | 07-28 07:47:02
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 客 | 买+ | 6 | 07-28 07:55:05
[竞彩20200729期第007场] JP\日乙\水户蜀葵(Mito) VS 甲府风林(Kofu) | 2020/7/29 18:00 | 客 | 买+ | 5 | 07-28 12:11:20
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 主 | 买 | 149 | 07-27 19:50:36
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 主 | 买+ | 204 | 07-27 22:30:55
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 主 | 卖 | 142 | 07-28 02:31:33
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 主 | 买+ | 120 | 07-28 15:31:27
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 客 | 卖 | 33 | 07-27 19:50:36
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 客 | 买 | 85 | 07-27 22:30:55
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 客 | 买 | 124 | 07-28 02:31:33
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 客 | 买 | 399 | 07-28 15:31:27
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 平 | 买 | 48 | 07-27 19:50:36
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 平 | 买 | 41 | 07-27 22:30:55
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 平 | 卖 | 172 | 07-28 02:31:33
US\美职\哥伦布机员(Columbus) VS 明尼苏达联(Minnesota Utd) | 2020/7/29 08:00 | 平 | 卖 | 40 | 07-28 15:31:27
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 主 | - | 0 | 07-28 12:35:03
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 主 | 冲 | 0 | 07-28 13:03:08
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 主 | - | 0 | 07-28 14:47:20
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 主 | 冲 | 0 | 07-28 15:03:26
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 客 | - | 0 | 07-28 12:35:03
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 客 | 冲 | -16 | 07-28 13:03:08
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 客 | 买 | 107 | 07-28 14:47:20
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 客 | 卖+ | 4 | 07-28 15:03:26
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 平 | - | 0 | 07-28 12:35:03
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 平 | 冲 | 0 | 07-28 13:03:08
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 平 | - | 0 | 07-28 14:47:20
RO\罗甲\阿斯特拉(Astra Giurgiu) VS 克拉约瓦(Universitatea Craiova) | 2020/7/30 02:30 | 平 | 买+ | 0 | 07-28 15:03:26
[竞彩20200729期第021场] NO\挪超\斯特罗姆加斯特(Stromsgodset) VS 布兰(Brann) | 2020/7/30 00:00 | 主 | - | 0 | 07-28 15:39:05
[竞彩20200729期第021场] NO\挪超\斯特罗姆加斯特(Stromsgodset) VS 布兰(Brann) | 2020/7/30 00:00 | 客 | - | 0 | 07-28 15:39:05
[竞彩20200729期第021场] NO\挪超\斯特罗姆加斯特(Stromsgodset) VS 布兰(Brann) | 2020/7/30 00:00 | 平 | 卖 | 87 | 07-28 15:39:05
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 主 | - | 0 | 07-28 12:35:02
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 主 | 冲 | -2 | 07-28 13:03:07
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 主 | 买+ | 0 | 07-28 13:23:12
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 主 | - | 0 | 07-28 14:35:18
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 主 | - | 0 | 07-28 14:51:24
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 主 | 卖+ | 1 | 07-28 15:03:30
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 主 | 买+ | 4182 | 07-28 15:23:37
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 客 | - | 0 | 07-28 12:35:02
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 客 | 冲 | 0 | 07-28 13:03:07
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 客 | - | 0 | 07-28 13:23:12
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 客 | - | 0 | 07-28 14:35:18
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 客 | - | 0 | 07-28 14:51:24
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 客 | 买+ | 0 | 07-28 15:03:30
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 客 | 卖+ | 2 | 07-28 15:23:37
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 平 | - | 0 | 07-28 12:35:02
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 平 | 冲 | -1 | 07-28 13:03:07
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 平 | 卖+ | 0 | 07-28 13:23:12
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 平 | 买 | 104 | 07-28 14:35:18
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 平 | 卖+ | 59 | 07-28 14:51:24
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 平 | 卖+ | 1 | 07-28 15:03:30
[竞彩20200729期第027场] NO\挪超\莫尔德(Molde) VS 瓦勒伦加(Valerenga) | 2020/7/30 02:30 | 平 | 卖+ | 3 | 07-28 15:23:37
[竞彩20200729期第019场] NO\挪超\姆延达伦(Mjondalen) VS 奥德(Odds BK) | 2020/7/30 00:00 | 主 | - | 0 | 07-28 12:34:47
[竞彩20200729期第019场] NO\挪超\姆延达伦(Mjondalen) VS 奥德(Odds BK) | 2020/7/30 00:00 | 主 | 卖+ | 388 | 07-28 13:02:50
[竞彩20200729期第019场] NO\挪超\姆延达伦(Mjondalen) VS 奥德(Odds BK) | 2020/7/30 00:00 | 主 | 买+ | 0 | 07-28 15:02:54
[竞彩20200729期第019场] NO\挪超\姆延达伦(Mjondalen) VS 奥德(Odds BK) | 2020/7/30 00:00 | 客 | - | 0 | 07-28 12:34:47
[竞彩20200729期第019场] NO\挪超\姆延达伦(Mjondalen) VS 奥德(Odds BK) | 2020/7/30 00:00 | 客 | 冲 | -6 | 07-28 13:02:50
[竞彩20200729期第019场] NO\挪超\姆延达伦(Mjondalen) VS 奥德(Odds BK) | 2020/7/30 00:00 | 客 | 买+ | 3 | 07-28 15:02:54
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 主 | - | 0 | 07-28 12:34:46
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 主 | 冲 | -2 | 07-28 13:02:51
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 主 | 卖+ | 1 | 07-28 13:22:59
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 主 | 卖+ | 1 | 07-28 15:03:05
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 主 | 冲 | -1 | 07-28 15:11:11
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 客 | - | 0 | 07-28 12:34:46
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 客 | 冲 | -1 | 07-28 13:02:51
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 客 | 冲 | 0 | 07-28 13:22:59
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 客 | 卖+ | 1 | 07-28 15:03:05
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 客 | 冲 | 0 | 07-28 15:11:11
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 平 | - | 0 | 07-28 12:34:46
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 平 | 冲 | -4 | 07-28 13:02:51
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 平 | 买+ | 0 | 07-28 13:22:59
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 平 | 买+ | 2 | 07-28 15:03:05
[竞彩20200729期第018场] NO\挪超\克里斯蒂安松	(Kristiansund) VS 桑纳菲尤尔(Sandefjord) | 2020/7/30 00:00 | 平 | 冲 | 0 | 07-28 15:11:11
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 主 | - | 0 | 07-28 12:34:45
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 主 | 冲 | 0 | 07-28 13:02:48
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 主 | 买+ | 0 | 07-28 13:50:55
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 主 | 买+ | 0 | 07-28 15:03:00
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 主 | 冲 | 0 | 07-28 15:07:04
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 客 | - | 0 | 07-28 12:34:45
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 客 | 冲 | -1 | 07-28 13:02:48
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 客 | 卖+ | 0 | 07-28 13:50:55
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 客 | 买+ | 0 | 07-28 15:03:00
[竞彩20200729期第017场] NO\挪超\奥勒松(Aalesunds) VS 斯达(Start) | 2020/7/30 00:00 | 客 | 冲 | 0 | 07-28 15:07:04
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 主 | - | 0 | 07-28 12:34:55
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 主 | 冲 | -1 | 07-28 13:02:59
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 主 | 冲 | 0 | 07-28 13:35:03
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 主 | 卖+ | 1 | 07-28 15:03:07
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 客 | - | 0 | 07-28 12:34:55
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 客 | 冲 | -8 | 07-28 13:02:59
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 客 | 冲 | -4 | 07-28 13:35:03
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 客 | 买+ | 4 | 07-28 15:03:07
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 平 | - | 0 | 07-28 12:34:55
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 平 | 冲 | 0 | 07-28 13:02:59
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 平 | - | 0 | 07-28 13:35:03
SE\瑞典甲级联赛\达尔库尔德人(Dalkurd FF) VS 奥尔格里特(Orgryte) | 2020/7/30 01:00 | 平 | - | 0 | 07-28 15:03:07
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 主 | - | 0 | 07-28 12:34:54
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 主 | 冲 | 0 | 07-28 13:02:58
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 主 | 买+ | 0 | 07-28 13:51:02
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 主 | 买+ | 0 | 07-28 15:03:06
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 主 | 冲 | 0 | 07-28 15:23:10
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 客 | - | 0 | 07-28 12:34:54
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 客 | 冲 | -2 | 07-28 13:02:58
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 客 | 买+ | 0 | 07-28 13:51:02
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 客 | 买+ | 1 | 07-28 15:03:06
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 客 | 冲 | -1 | 07-28 15:23:10
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 平 | - | 0 | 07-28 12:34:54
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 平 | 冲 | 0 | 07-28 13:02:58
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 平 | 买+ | 0 | 07-28 13:51:02
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 平 | 卖+ | 0 | 07-28 15:03:06
SE\瑞典甲级联赛\韦斯特罗斯(Vasteras SK) VS 哈尔姆斯塔德(Halmstads) | 2020/7/30 01:00 | 平 | 冲 | 0 | 07-28 15:23:10
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 主 | - | 0 | 07-28 12:34:53
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 主 | 冲 | -7 | 07-28 13:02:58
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 主 | 买+ | 0 | 07-28 13:47:05
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 主 | 买+ | 3 | 07-28 15:03:09
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 主 | 冲 | -2 | 07-28 15:35:19
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 客 | - | 0 | 07-28 12:34:53
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 客 | 冲 | -2 | 07-28 13:02:58
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 客 | 冲 | 0 | 07-28 13:47:05
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 客 | 卖+ | 1 | 07-28 15:03:09
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 客 | 冲 | -1 | 07-28 15:35:19
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 平 | - | 0 | 07-28 12:34:53
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 平 | 冲 | -2 | 07-28 13:02:58
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 平 | 买+ | 0 | 07-28 13:47:05
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 平 | 卖+ | 1 | 07-28 15:03:09
SE\瑞典甲级联赛\延雪平(Jonkopings Sodra) VS 松兹瓦尔(Sundsvall) | 2020/7/30 01:00 | 平 | 冲 | -1 | 07-28 15:35:19
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 主 | - | 0 | 07-28 12:34:52
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 主 | 冲 | -3 | 07-28 13:02:56
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 主 | 买+ | 2 | 07-28 13:23:00
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 主 | 卖+ | 1 | 07-28 15:03:04
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 主 | 冲 | -1 | 07-28 15:23:09
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 平 | - | 0 | 07-28 12:34:52
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 平 | 冲 | 0 | 07-28 13:02:56
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 平 | 买+ | 0 | 07-28 13:23:00
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 平 | 卖+ | 0 | 07-28 15:03:04
SE\瑞典甲级联赛\加尔斯(GAIS) VS 永斯基(Ljungskile) | 2020/7/30 01:00 | 平 | 冲 | 0 | 07-28 15:23:09
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 主 | - | 0 | 07-28 12:34:51
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 主 | 冲 | -2 | 07-28 13:02:56
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 主 | 冲 | 0 | 07-28 13:23:03
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 主 | 卖+ | 1 | 07-28 15:03:08
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 主 | 冲 | -2 | 07-28 15:31:15
